"DocID","ParentID","DocType","DateModified","FileName","Text_Content"
"00000055","00000043","File","2008-01-22T22:36:57.725+0000","filename00000055","Text content for file filename00000055"
"00000056","00000043","File","2008-01-22T22:36:57.725+0000","filename00000056","Text content for file filename00000056"
"00000057","00000043","File","2008-01-22T22:36:57.725+0000","filename00000057","Text content for file filename00000057"
"00000058","00000043","File","2008-01-22T22:36:57.725+0000","filename00000058","Text content for file filename00000058"
"00000059","00000043","File","2008-01-22T22:36:57.725+0000","filename00000059","Text content for file filename00000059"
"00000060","00000043","File","2008-01-22T22:36:57.725+0000","filename00000060","Text content for file filename00000060"
"00000061","00000043","File","2008-01-22T22:36:57.725+0000","filename00000061","Text content for file filename00000061"
"00000062","00000043","File","2008-01-22T22:36:57.725+0000","filename00000062","Text content for file filename00000062"
"00000063","00000043","File","2008-01-22T22:36:57.725+0000","filename00000063","Text content for file filename00000063"
"00000064","","File","2008-01-22T22:36:57.725+0000","filename00000064","Text content for file filename00000064"
"00000065","00000064","File","2008-01-22T22:36:57.725+0000","filename00000065","Text content for file filename00000065"
"00000066","00000064","File","2008-01-22T22:36:57.725+0000","filename00000066","Text content for file filename00000066"
"00000067","00000064","File","2008-01-22T22:36:57.725+0000","filename00000067","Text content for file filename00000067"
"00000068","00000064","File","2008-01-22T22:36:57.725+0000","filename00000068","Text content for file filename00000068"
"00000069","00000064","File","2008-01-22T22:36:57.725+0000","filename00000069","Text content for file filename00000069"
"00000070","00000064","File","2008-01-22T22:36:57.725+0000","filename00000070","Text content for file filename00000070"
"00000071","00000064","File","2008-01-22T22:36:57.725+0000","filename00000071","Text content for file filename00000071"
"00000072","00000064","File","2008-01-22T22:36:57.725+0000","filename00000072","Text content for file filename00000072"
"00000073","00000064","File","2008-01-22T22:36:57.725+0000","filename00000073","Text content for file filename00000073"
"00000074","00000064","File","2008-01-22T22:36:57.725+0000","filename00000074","Text content for file filename00000074"
"00000075","00000064","File","2008-01-22T22:36:57.725+0000","filename00000075","Text content for file filename00000075"
"00000076","00000064","File","2008-01-22T22:36:57.725+0000","filename00000076","Text content for file filename00000076"
"00000077","00000064","File","2008-01-22T22:36:57.725+0000","filename00000077","Text content for file filename00000077"
"00000078","00000064","File","2008-01-22T22:36:57.725+0000","filename00000078","Text content for file filename00000078"
"00000079","00000064","File","2008-01-22T22:36:57.725+0000","filename00000079","Text content for file filename00000079"
"00000080","00000064","File","2008-01-22T22:36:57.725+0000","filename00000080","Text content for file filename00000080"
"00000081","00000064","File","2008-01-22T22:36:57.725+0000","filename00000081","Text content for file filename00000081"
"00000082","00000064","File","2008-01-22T22:36:57.725+0000","filename00000082","Text content for file filename00000082"
"00000083","00000064","File","2008-01-22T22:36:57.725+0000","filename00000083","Text content for file filename00000083"
"00000084","00000064","File","2008-01-22T22:36:57.725+0000","filename00000084","Text content for file filename00000084"
"00000085","","File","2008-01-22T22:36:57.725+0000","filename00000085","Text content for file filename00000085"
"00000086","00000085","File","2008-01-22T22:36:57.725+0000","filename00000086","Text content for file filename00000086"
"00000087","00000085","File","2008-01-22T22:36:57.725+0000","filename00000087","Text content for file filename00000087"
"00000088","00000085","File","2008-01-22T22:36:57.725+0000","filename00000088","Text content for file filename00000088"
"00000089","00000085","File","2008-01-22T22:36:57.725+0000","filename00000089","Text content for file filename00000089"
"00000090","00000085","File","2008-01-22T22:36:57.725+0000","filename00000090","Text content for file filename00000090"
"00000091","00000085","File","2008-01-22T22:36:57.725+0000","filename00000091","Text content for file filename00000091"
"00000092","00000085","File","2008-01-22T22:36:57.725+0000","filename00000092","Text content for file filename00000092"
"00000093","00000085","File","2008-01-22T22:36:57.725+0000","filename00000093","Text content for file filename00000093"
"00000094","00000085","File","2008-01-22T22:36:57.725+0000","filename00000094","Text content for file filename00000094"
"00000095","00000085","File","2008-01-22T22:36:57.725+0000","filename00000095","Text content for file filename00000095"
"00000096","00000085","File","2008-01-22T22:36:57.725+0000","filename00000096","Text content for file filename00000096"
"00000097","00000085","File","2008-01-22T22:36:57.725+0000","filename00000097","Text content for file filename00000097"
"00000098","00000085","File","2008-01-22T22:36:57.725+0000","filename00000098","Text content for file filename00000098"
"00000099","00000085","File","2008-01-22T22:36:57.725+0000","filename00000099","Text content for file filename00000099"
"00000100","00000085","File","2008-01-22T22:36:57.725+0000","filename00000100","Text content for file filename00000100"
"00000101","00000085","File","2008-01-22T22:36:57.725+0000","filename00000101","Text content for file filename00000101"
"00000102","00000085","File","2008-01-22T22:36:57.725+0000","filename00000102","Text content for file filename00000102"
"00000103","00000085","File","2008-01-22T22:36:57.725+0000","filename00000103","Text content for file filename00000103"
"00000104","00000085","File","2008-01-22T22:36:57.725+0000","filename00000104","Text content for file filename00000104"
"00000105","00000085","File","2008-01-22T22:36:57.725+0000","filename00000105","Text content for file filename00000105"
"00000106","","File","2008-01-22T22:36:57.725+0000","filename00000106","Text content for file filename00000106"
"00000107","00000106","File","2008-01-22T22:36:57.725+0000","filename00000107","Text content for file filename00000107"
"00000108","00000106","File","2008-01-22T22:36:57.725+0000","filename00000108","Text content for file filename00000108"
"00000109","00000106","File","2008-01-22T22:36:57.725+0000","filename00000109","Text content for file filename00000109"
"00000110","00000106","File","2008-01-22T22:36:57.725+0000","filename00000110","Text content for file filename00000110"
"00000111","00000106","File","2008-01-22T22:36:57.725+0000","filename00000111","Text content for file filename00000111"
"00000112","00000106","File","2008-01-22T22:36:57.725+0000","filename00000112","Text content for file filename00000112"
"00000113","00000106","File","2008-01-22T22:36:57.725+0000","filename00000113","Text content for file filename00000113"
"00000114","00000106","File","2008-01-22T22:36:57.725+0000","filename00000114","Text content for file filename00000114"
"00000115","00000106","File","2008-01-22T22:36:57.725+0000","filename00000115","Text content for file filename00000115"
"00000116","00000106","File","2008-01-22T22:36:57.725+0000","filename00000116","Text content for file filename00000116"
"00000117","00000106","File","2008-01-22T22:36:57.725+0000","filename00000117","Text content for file filename00000117"
"00000118","00000106","File","2008-01-22T22:36:57.725+0000","filename00000118","Text content for file filename00000118"
"00000119","00000106","File","2008-01-22T22:36:57.725+0000","filename00000119","Text content for file filename00000119"
"00000120","00000106","File","2008-01-22T22:36:57.725+0000","filename00000120","Text content for file filename00000120"
"00000121","00000106","File","2008-01-22T22:36:57.725+0000","filename00000121","Text content for file filename00000121"
"00000122","00000106","File","2008-01-22T22:36:57.725+0000","filename00000122","Text content for file filename00000122"
"00000123","00000106","File","2008-01-22T22:36:57.725+0000","filename00000123","Text content for file filename00000123"
"00000124","00000106","File","2008-01-22T22:36:57.725+0000","filename00000124","Text content for file filename00000124"
"00000125","00000106","File","2008-01-22T22:36:57.725+0000","filename00000125","Text content for file filename00000125"
"00000126","00000106","File","2008-01-22T22:36:57.725+0000","filename00000126","Text content for file filename00000126"
"00000127","","File","2008-01-22T22:36:57.725+0000","filename00000127","Text content for file filename00000127"
"00000128","00000127","File","2008-01-22T22:36:57.725+0000","filename00000128","Text content for file filename00000128"
"00000129","00000127","File","2008-01-22T22:36:57.725+0000","filename00000129","Text content for file filename00000129"
"00000130","00000127","File","2008-01-22T22:36:57.725+0000","filename00000130","Text content for file filename00000130"
"00000131","00000127","File","2008-01-22T22:36:57.725+0000","filename00000131","Text content for file filename00000131"
"00000132","00000127","File","2008-01-22T22:36:57.725+0000","filename00000132","Text content for file filename00000132"
"00000133","00000127","File","2008-01-22T22:36:57.725+0000","filename00000133","Text content for file filename00000133"
"00000134","00000127","File","2008-01-22T22:36:57.725+0000","filename00000134","Text content for file filename00000134"
"00000135","00000127","File","2008-01-22T22:36:57.725+0000","filename00000135","Text content for file filename00000135"
"00000136","00000127","File","2008-01-22T22:36:57.725+0000","filename00000136","Text content for file filename00000136"
"00000137","00000127","File","2008-01-22T22:36:57.725+0000","filename00000137","Text content for file filename00000137"
"00000138","00000127","File","2008-01-22T22:36:57.725+0000","filename00000138","Text content for file filename00000138"
"00000139","00000127","File","2008-01-22T22:36:57.725+0000","filename00000139","Text content for file filename00000139"
"00000140","00000127","File","2008-01-22T22:36:57.725+0000","filename00000140","Text content for file filename00000140"
"00000141","00000127","File","2008-01-22T22:36:57.725+0000","filename00000141","Text content for file filename00000141"
"00000142","00000127","File","2008-01-22T22:36:57.725+0000","filename00000142","Text content for file filename00000142"
"00000143","00000127","File","2008-01-22T22:36:57.725+0000","filename00000143","Text content for file filename00000143"
"00000144","00000127","File","2008-01-22T22:36:57.725+0000","filename00000144","Text content for file filename00000144"
"00000145","00000127","File","2008-01-22T22:36:57.725+0000","filename00000145","Text content for file filename00000145"
"00000146","00000127","File","2008-01-22T22:36:57.725+0000","filename00000146","Text content for file filename00000146"
"00000147","00000127","File","2008-01-22T22:36:57.725+0000","filename00000147","Text content for file filename00000147"
"00000148","","File","2008-01-22T22:36:57.725+0000","filename00000148","Text content for file filename00000148"
"00000149","00000148","File","2008-01-22T22:36:57.725+0000","filename00000149","Text content for file filename00000149"
"00000150","00000148","File","2008-01-22T22:36:57.725+0000","filename00000150","Text content for file filename00000150"
"00000151","00000148","File","2008-01-22T22:36:57.725+0000","filename00000151","Text content for file filename00000151"
"00000152","00000148","File","2008-01-22T22:36:57.725+0000","filename00000152","Text content for file filename00000152"
"00000153","00000148","File","2008-01-22T22:36:57.725+0000","filename00000153","Text content for file filename00000153"
"00000154","00000148","File","2008-01-22T22:36:57.725+0000","filename00000154","Text content for file filename00000154"
"00000155","00000148","File","2008-01-22T22:36:57.725+0000","filename00000155","Text content for file filename00000155"
"00000156","00000148","File","2008-01-22T22:36:57.725+0000","filename00000156","Text content for file filename00000156"
"00000157","00000148","File","2008-01-22T22:36:57.725+0000","filename00000157","Text content for file filename00000157"
"00000158","00000148","File","2008-01-22T22:36:57.725+0000","filename00000158","Text content for file filename00000158"
"00000159","00000148","File","2008-01-22T22:36:57.725+0000","filename00000159","Text content for file filename00000159"
"00000160","00000148","File","2008-01-22T22:36:57.725+0000","filename00000160","Text content for file filename00000160"
"00000161","00000148","File","2008-01-22T22:36:57.725+0000","filename00000161","Text content for file filename00000161"
"00000162","00000148","File","2008-01-22T22:36:57.725+0000","filename00000162","Text content for file filename00000162"
"00000163","00000148","File","2008-01-22T22:36:57.725+0000","filename00000163","Text content for file filename00000163"
"00000164","00000148","File","2008-01-22T22:36:57.725+0000","filename00000164","Text content for file filename00000164"
"00000165","00000148","File","2008-01-22T22:36:57.725+0000","filename00000165","Text content for file filename00000165"
"00000166","00000148","File","2008-01-22T22:36:57.725+0000","filename00000166","Text content for file filename00000166"
"00000167","00000148","File","2008-01-22T22:36:57.725+0000","filename00000167","Text content for file filename00000167"
"00000168","00000148","File","2008-01-22T22:36:57.725+0000","filename00000168","Text content for file filename00000168"
"00000169","","File","2008-01-22T22:36:57.725+0000","filename00000169","Text content for file filename00000169"
"00000170","00000169","File","2008-01-22T22:36:57.725+0000","filename00000170","Text content for file filename00000170"
"00000171","00000169","File","2008-01-22T22:36:57.725+0000","filename00000171","Text content for file filename00000171"
"00000172","00000169","File","2008-01-22T22:36:57.725+0000","filename00000172","Text content for file filename00000172"
"00000173","00000169","File","2008-01-22T22:36:57.725+0000","filename00000173","Text content for file filename00000173"
"00000174","00000169","File","2008-01-22T22:36:57.725+0000","filename00000174","Text content for file filename00000174"
"00000175","00000169","File","2008-01-22T22:36:57.725+0000","filename00000175","Text content for file filename00000175"
"00000176","00000169","File","2008-01-22T22:36:57.725+0000","filename00000176","Text content for file filename00000176"
"00000177","00000169","File","2008-01-22T22:36:57.725+0000","filename00000177","Text content for file filename00000177"
"00000178","00000169","File","2008-01-22T22:36:57.725+0000","filename00000178","Text content for file filename00000178"
"00000179","00000169","File","2008-01-22T22:36:57.725+0000","filename00000179","Text content for file filename00000179"
"00000180","00000169","File","2008-01-22T22:36:57.725+0000","filename00000180","Text content for file filename00000180"
"00000181","00000169","File","2008-01-22T22:36:57.725+0000","filename00000181","Text content for file filename00000181"
"00000182","00000169","File","2008-01-22T22:36:57.725+0000","filename00000182","Text content for file filename00000182"
"00000183","00000169","File","2008-01-22T22:36:57.725+0000","filename00000183","Text content for file filename00000183"
"00000184","00000169","File","2008-01-22T22:36:57.725+0000","filename00000184","Text content for file filename00000184"
"00000185","00000169","File","2008-01-22T22:36:57.725+0000","filename00000185","Text content for file filename00000185"
"00000186","00000169","File","2008-01-22T22:36:57.725+0000","filename00000186","Text content for file filename00000186"
"00000187","00000169","File","2008-01-22T22:36:57.725+0000","filename00000187","Text content for file filename00000187"
"00000188","00000169","File","2008-01-22T22:36:57.725+0000","filename00000188","Text content for file filename00000188"
"00000189","00000169","File","2008-01-22T22:36:57.725+0000","filename00000189","Text content for file filename00000189"
"00000190","","File","2008-01-22T22:36:57.725+0000","filename00000190","Text content for file filename00000190"
"00000191","00000190","File","2008-01-22T22:36:57.725+0000","filename00000191","Text content for file filename00000191"
"00000192","00000190","File","2008-01-22T22:36:57.725+0000","filename00000192","Text content for file filename00000192"
"00000193","00000190","File","2008-01-22T22:36:57.725+0000","filename00000193","Text content for file filename00000193"
"00000194","00000190","File","2008-01-22T22:36:57.725+0000","filename00000194","Text content for file filename00000194"
"00000195","00000190","File","2008-01-22T22:36:57.725+0000","filename00000195","Text content for file filename00000195"
"00000196","00000190","File","2008-01-22T22:36:57.725+0000","filename00000196","Text content for file filename00000196"
"00000197","00000190","File","2008-01-22T22:36:57.725+0000","filename00000197","Text content for file filename00000197"
"00000198","00000190","File","2008-01-22T22:36:57.725+0000","filename00000198","Text content for file filename00000198"
"00000199","00000190","File","2008-01-22T22:36:57.725+0000","filename00000199","Text content for file filename00000199"
"00000200","00000190","File","2008-01-22T22:36:57.725+0000","filename00000200","Text content for file filename00000200"
"00000201","00000190","File","2008-01-22T22:36:57.725+0000","filename00000201","Text content for file filename00000201"
"00000202","00000190","File","2008-01-22T22:36:57.725+0000","filename00000202","Text content for file filename00000202"
"00000203","00000190","File","2008-01-22T22:36:57.725+0000","filename00000203","Text content for file filename00000203"
"00000204","00000190","File","2008-01-22T22:36:57.725+0000","filename00000204","Text content for file filename00000204"
"00000205","00000190","File","2008-01-22T22:36:57.725+0000","filename00000205","Text content for file filename00000205"
"00000206","00000190","File","2008-01-22T22:36:57.725+0000","filename00000206","Text content for file filename00000206"
"00000207","00000190","File","2008-01-22T22:36:57.725+0000","filename00000207","Text content for file filename00000207"
"00000208","00000190","File","2008-01-22T22:36:57.725+0000","filename00000208","Text content for file filename00000208"
"00000209","00000190","File","2008-01-22T22:36:57.725+0000","filename00000209","Text content for file filename00000209"
"00000210","00000190","File","2008-01-22T22:36:57.725+0000","filename00000210","Text content for file filename00000210"
